value	id	channel	patient_type	replicate	subject_group	patrep_id	cell_id	cluster
1.011212047	132	COX4+4L2	Control	1	Control	C01R01	C01R01_0132	1
0.872999412	133	COX4+4L2	Control	1	Control	C01R01	C01R01_0133	1
1.141971078	134	COX4+4L2	Control	1	Control	C01R01	C01R01_0134	1
1.302764899	135	COX4+4L2	Control	1	Control	C01R01	C01R01_0135	1
1.109418765	136	COX4+4L2	Control	1	Control	C01R01	C01R01_0136	1
0.5759602	1	MTCO1	Control	1	Control	C01R01	C01R01_0001	1
0.662114938	2	MTCO1	Control	1	Control	C01R01	C01R01_0002	1
0.61474524	3	MTCO1	Control	1	Control	C01R01	C01R01_0003	1
0.622791831	4	MTCO1	Control	1	Control	C01R01	C01R01_0004	1
0.368191853	5	MTCO1	Control	1	Control	C01R01	C01R01_0005	1
0.579471757	6	MTCO1	Control	1	Control	C01R01	C01R01_0006	1
0.350342383	7	MTCO1	Control	1	Control	C01R01	C01R01_0007	1
0.258217171	8	MTCO1	Control	1	Control	C01R01	C01R01_0008	1
0.177961858	9	MTCO1	Control	1	Control	C01R01	C01R01_0009	1
0.53834848	10	MTCO1	Control	1	Control	C01R01	C01R01_0010	1
0.304432631	11	MTCO1	Control	1	Control	C01R01	C01R01_0011	1
0.303301785	12	MTCO1	Control	1	Control	C01R01	C01R01_0012	1
0.200769681	13	MTCO1	Control	1	Control	C01R01	C01R01_0013	1
0.282449727	14	MTCO1	Control	1	Control	C01R01	C01R01_0014	1
0.532016367	15	MTCO1	Control	1	Control	C01R01	C01R01_0015	1
0.267443179	16	MTCO1	Control	1	Control	C01R01	C01R01_0016	1
0.425922612	17	MTCO1	Control	1	Control	C01R01	C01R01_0017	1
0.202675569	18	MTCO1	Control	1	Control	C01R01	C01R01_0018	1
0.279573747	19	MTCO1	Control	1	Control	C01R01	C01R01_0019	1
0.389783312	20	MTCO1	Control	1	Control	C01R01	C01R01_0020	1
0.203035059	21	MTCO1	Control	1	Control	C01R01	C01R01_0021	1
0.728866871	22	MTCO1	Control	1	Control	C01R01	C01R01_0022	1
0.466784729	23	MTCO1	Control	1	Control	C01R01	C01R01_0023	1
0.414930059	24	MTCO1	Control	1	Control	C01R01	C01R01_0024	1
0.36411915	25	MTCO1	Control	1	Control	C01R01	C01R01_0025	1
0.206084796	26	MTCO1	Control	1	Control	C01R01	C01R01_0026	1
0.34938608	27	MTCO1	Control	1	Control	C01R01	C01R01_0027	1
0.228567721	28	MTCO1	Control	1	Control	C01R01	C01R01_0028	1
0.473569969	29	MTCO1	Control	1	Control	C01R01	C01R01_0029	1
0.237537738	30	MTCO1	Control	1	Control	C01R01	C01R01_0030	1
0.310210644	31	MTCO1	Control	1	Control	C01R01	C01R01_0031	1
0.257366536	32	MTCO1	Control	1	Control	C01R01	C01R01_0032	1
0.605271844	33	MTCO1	Control	1	Control	C01R01	C01R01_0033	1
0.279485223	34	MTCO1	Control	1	Control	C01R01	C01R01_0034	1
0.329788728	35	MTCO1	Control	1	Control	C01R01	C01R01_0035	1
0.223259478	36	MTCO1	Control	1	Control	C01R01	C01R01_0036	1
0.198086199	37	MTCO1	Control	1	Control	C01R01	C01R01_0037	1
0.328759987	38	MTCO1	Control	1	Control	C01R01	C01R01_0038	1
0.232810729	39	MTCO1	Control	1	Control	C01R01	C01R01_0039	1
0.675328423	40	MTCO1	Control	1	Control	C01R01	C01R01_0040	1
0.315856393	41	MTCO1	Control	1	Control	C01R01	C01R01_0041	1
0.386246598	42	MTCO1	Control	1	Control	C01R01	C01R01_0042	1
0.22483735	43	MTCO1	Control	1	Control	C01R01	C01R01_0043	1
0.594750776	44	MTCO1	Control	1	Control	C01R01	C01R01_0044	1
0.381936732	45	MTCO1	Control	1	Control	C01R01	C01R01_0045	1
0.202582524	46	MTCO1	Control	1	Control	C01R01	C01R01_0046	1
0.668014714	47	MTCO1	Control	1	Control	C01R01	C01R01_0047	1
0.697550661	48	MTCO1	Control	1	Control	C01R01	C01R01_0048	1
0.233093518	49	MTCO1	Control	1	Control	C01R01	C01R01_0049	1
0.419436802	50	MTCO1	Control	1	Control	C01R01	C01R01_0050	1
0.271962057	51	MTCO1	Control	1	Control	C01R01	C01R01_0051	1
0.223001184	52	MTCO1	Control	1	Control	C01R01	C01R01_0052	1
0.199531814	53	MTCO1	Control	1	Control	C01R01	C01R01_0053	1
0.383421812	54	MTCO1	Control	1	Control	C01R01	C01R01_0054	1
0.239665509	55	MTCO1	Control	1	Control	C01R01	C01R01_0055	1
0.285118064	56	MTCO1	Control	1	Control	C01R01	C01R01_0056	1
0.606122053	57	MTCO1	Control	1	Control	C01R01	C01R01_0057	1
0.177726904	58	MTCO1	Control	1	Control	C01R01	C01R01_0058	1
0.238675626	59	MTCO1	Control	1	Control	C01R01	C01R01_0059	1
0.284938625	60	MTCO1	Control	1	Control	C01R01	C01R01_0060	1
0.43031416	61	MTCO1	Control	1	Control	C01R01	C01R01_0061	1
0.188094251	62	MTCO1	Control	1	Control	C01R01	C01R01_0062	1
0.504900988	63	MTCO1	Control	1	Control	C01R01	C01R01_0063	1
0.537697384	64	MTCO1	Control	1	Control	C01R01	C01R01_0064	1
0.561246382	65	MTCO1	Control	1	Control	C01R01	C01R01_0065	1
0.414609001	66	MTCO1	Control	1	Control	C01R01	C01R01_0066	1
0.591225857	67	MTCO1	Control	1	Control	C01R01	C01R01_0067	1
0.200382051	68	MTCO1	Control	1	Control	C01R01	C01R01_0068	1
0.177000114	69	MTCO1	Control	1	Control	C01R01	C01R01_0069	1
0.215831526	70	MTCO1	Control	1	Control	C01R01	C01R01_0070	1
0.586524016	71	MTCO1	Control	1	Control	C01R01	C01R01_0071	1
0.547873801	72	MTCO1	Control	1	Control	C01R01	C01R01_0072	1
0.521506141	73	MTCO1	Control	1	Control	C01R01	C01R01_0073	1
0.424416154	74	MTCO1	Control	1	Control	C01R01	C01R01_0074	1
0.274992645	75	MTCO1	Control	1	Control	C01R01	C01R01_0075	1
0.326823883	76	MTCO1	Control	1	Control	C01R01	C01R01_0076	1
0.583635366	77	MTCO1	Control	1	Control	C01R01	C01R01_0077	1
0.522944918	78	MTCO1	Control	1	Control	C01R01	C01R01_0078	1
0.600056403	79	MTCO1	Control	1	Control	C01R01	C01R01_0079	1
0.255052094	80	MTCO1	Control	1	Control	C01R01	C01R01_0080	1
0.624748505	81	MTCO1	Control	1	Control	C01R01	C01R01_0081	1
0.569573138	82	MTCO1	Control	1	Control	C01R01	C01R01_0082	1
0.269399651	83	MTCO1	Control	1	Control	C01R01	C01R01_0083	1
0.522903929	84	MTCO1	Control	1	Control	C01R01	C01R01_0084	1
0.468387879	85	MTCO1	Control	1	Control	C01R01	C01R01_0085	1
0.289628923	86	MTCO1	Control	1	Control	C01R01	C01R01_0086	1
0.653986285	87	MTCO1	Control	1	Control	C01R01	C01R01_0087	1
0.43141408	88	MTCO1	Control	1	Control	C01R01	C01R01_0088	1
0.209116914	89	MTCO1	Control	1	Control	C01R01	C01R01_0089	1
0.466085272	90	MTCO1	Control	1	Control	C01R01	C01R01_0090	1
0.220002473	91	MTCO1	Control	1	Control	C01R01	C01R01_0091	1
0.440975135	92	MTCO1	Control	1	Control	C01R01	C01R01_0092	1
0.313413792	93	MTCO1	Control	1	Control	C01R01	C01R01_0093	1
0.277820193	94	MTCO1	Control	1	Control	C01R01	C01R01_0094	1
0.143296513	95	MTCO1	Control	1	Control	C01R01	C01R01_0095	1
0.276078821	96	MTCO1	Control	1	Control	C01R01	C01R01_0096	1
0.364127028	97	MTCO1	Control	1	Control	C01R01	C01R01_0097	1
0.253850018	98	MTCO1	Control	1	Control	C01R01	C01R01_0098	1
0.219193813	99	MTCO1	Control	1	Control	C01R01	C01R01_0099	1
0.280330663	100	MTCO1	Control	1	Control	C01R01	C01R01_0100	1
0.588439572	101	MTCO1	Control	1	Control	C01R01	C01R01_0101	1
0.231270081	102	MTCO1	Control	1	Control	C01R01	C01R01_0102	1
0.26415496	103	MTCO1	Control	1	Control	C01R01	C01R01_0103	1
0.606641131	104	MTCO1	Control	1	Control	C01R01	C01R01_0104	1
0.625695862	105	MTCO1	Control	1	Control	C01R01	C01R01_0105	1
0.371556488	106	MTCO1	Control	1	Control	C01R01	C01R01_0106	1
0.237920144	107	MTCO1	Control	1	Control	C01R01	C01R01_0107	1
0.765733043	108	MTCO1	Control	1	Control	C01R01	C01R01_0108	1
0.221704721	109	MTCO1	Control	1	Control	C01R01	C01R01_0109	1
0.347985753	110	MTCO1	Control	1	Control	C01R01	C01R01_0110	1
0.274636396	111	MTCO1	Control	1	Control	C01R01	C01R01_0111	1
0.3334241	112	MTCO1	Control	1	Control	C01R01	C01R01_0112	1
0.249358298	113	MTCO1	Control	1	Control	C01R01	C01R01_0113	1
0.303061484	114	MTCO1	Control	1	Control	C01R01	C01R01_0114	1
0.302481186	115	MTCO1	Control	1	Control	C01R01	C01R01_0115	1
0.283487123	116	MTCO1	Control	1	Control	C01R01	C01R01_0116	1
0.622935221	117	MTCO1	Control	1	Control	C01R01	C01R01_0117	1
0.244704813	118	MTCO1	Control	1	Control	C01R01	C01R01_0118	1
0.467145938	119	MTCO1	Control	1	Control	C01R01	C01R01_0119	1
0.241900516	120	MTCO1	Control	1	Control	C01R01	C01R01_0120	1
0.664294211	121	MTCO1	Control	1	Control	C01R01	C01R01_0121	1
0.269202402	122	MTCO1	Control	1	Control	C01R01	C01R01_0122	1
0.758147712	123	MTCO1	Control	1	Control	C01R01	C01R01_0123	1
0.204323754	124	MTCO1	Control	1	Control	C01R01	C01R01_0124	1
0.287555728	125	MTCO1	Control	1	Control	C01R01	C01R01_0125	1
0.534222139	126	MTCO1	Control	1	Control	C01R01	C01R01_0126	1
0.413969827	127	MTCO1	Control	1	Control	C01R01	C01R01_0127	1
0.245388059	128	MTCO1	Control	1	Control	C01R01	C01R01_0128	1
0.205068453	129	MTCO1	Control	1	Control	C01R01	C01R01_0129	1
0.657618153	130	MTCO1	Control	1	Control	C01R01	C01R01_0130	1
0.623006399	131	MTCO1	Control	1	Control	C01R01	C01R01_0131	1
0.288778216	132	MTCO1	Control	1	Control	C01R01	C01R01_0132	1
0.28623558	133	MTCO1	Control	1	Control	C01R01	C01R01_0133	1
0.37115162	134	MTCO1	Control	1	Control	C01R01	C01R01_0134	1
0.409146174	135	MTCO1	Control	1	Control	C01R01	C01R01_0135	1
0.348761771	136	MTCO1	Control	1	Control	C01R01	C01R01_0136	1
1.359956135	1	UqCRC2	Control	1	Control	C01R01	C01R01_0001	1
1.788395084	2	UqCRC2	Control	1	Control	C01R01	C01R01_0002	1
1.472245716	3	UqCRC2	Control	1	Control	C01R01	C01R01_0003	1
1.551928155	4	UqCRC2	Control	1	Control	C01R01	C01R01_0004	1
1.049802754	5	UqCRC2	Control	1	Control	C01R01	C01R01_0005	1
1.494233466	6	UqCRC2	Control	1	Control	C01R01	C01R01_0006	1
1.018066883	7	UqCRC2	Control	1	Control	C01R01	C01R01_0007	1
1.023416471	8	UqCRC2	Control	1	Control	C01R01	C01R01_0008	1
0.728780961	9	UqCRC2	Control	1	Control	C01R01	C01R01_0009	1
1.322934198	10	UqCRC2	Control	1	Control	C01R01	C01R01_0010	1
0.991953785	11	UqCRC2	Control	1	Control	C01R01	C01R01_0011	1
0.985033361	12	UqCRC2	Control	1	Control	C01R01	C01R01_0012	1
0.74017757	13	UqCRC2	Control	1	Control	C01R01	C01R01_0013	1
0.958622734	14	UqCRC2	Control	1	Control	C01R01	C01R01_0014	1
1.321685075	15	UqCRC2	Control	1	Control	C01R01	C01R01_0015	1
0.862606363	16	UqCRC2	Control	1	Control	C01R01	C01R01_0016	1
1.223737952	17	UqCRC2	Control	1	Control	C01R01	C01R01_0017	1
0.809173601	18	UqCRC2	Control	1	Control	C01R01	C01R01_0018	1
0.973743898	19	UqCRC2	Control	1	Control	C01R01	C01R01_0019	1
1.071100647	20	UqCRC2	Control	1	Control	C01R01	C01R01_0020	1
0.850700734	21	UqCRC2	Control	1	Control	C01R01	C01R01_0021	1
1.713642159	22	UqCRC2	Control	1	Control	C01R01	C01R01_0022	1
1.29467314	23	UqCRC2	Control	1	Control	C01R01	C01R01_0023	1
1.113594964	24	UqCRC2	Control	1	Control	C01R01	C01R01_0024	1
1.081029657	25	UqCRC2	Control	1	Control	C01R01	C01R01_0025	1
0.737398407	26	UqCRC2	Control	1	Control	C01R01	C01R01_0026	1
1.039524328	27	UqCRC2	Control	1	Control	C01R01	C01R01_0027	1
0.90180097	28	UqCRC2	Control	1	Control	C01R01	C01R01_0028	1
1.25690917	29	UqCRC2	Control	1	Control	C01R01	C01R01_0029	1
0.947274998	30	UqCRC2	Control	1	Control	C01R01	C01R01_0030	1
1.069760582	31	UqCRC2	Control	1	Control	C01R01	C01R01_0031	1
0.94206506	32	UqCRC2	Control	1	Control	C01R01	C01R01_0032	1
1.453260266	33	UqCRC2	Control	1	Control	C01R01	C01R01_0033	1
0.992838994	34	UqCRC2	Control	1	Control	C01R01	C01R01_0034	1
1.17786491	35	UqCRC2	Control	1	Control	C01R01	C01R01_0035	1
0.917485186	36	UqCRC2	Control	1	Control	C01R01	C01R01_0036	1
0.812888317	37	UqCRC2	Control	1	Control	C01R01	C01R01_0037	1
1.081481305	38	UqCRC2	Control	1	Control	C01R01	C01R01_0038	1
0.910679159	39	UqCRC2	Control	1	Control	C01R01	C01R01_0039	1
1.690914703	40	UqCRC2	Control	1	Control	C01R01	C01R01_0040	1
1.087083688	41	UqCRC2	Control	1	Control	C01R01	C01R01_0041	1
1.211894641	42	UqCRC2	Control	1	Control	C01R01	C01R01_0042	1
0.868113685	43	UqCRC2	Control	1	Control	C01R01	C01R01_0043	1
1.436991888	44	UqCRC2	Control	1	Control	C01R01	C01R01_0044	1
1.147004671	45	UqCRC2	Control	1	Control	C01R01	C01R01_0045	1
0.871981677	46	UqCRC2	Control	1	Control	C01R01	C01R01_0046	1
1.587481797	47	UqCRC2	Control	1	Control	C01R01	C01R01_0047	1
1.667524539	48	UqCRC2	Control	1	Control	C01R01	C01R01_0048	1
0.903201403	49	UqCRC2	Control	1	Control	C01R01	C01R01_0049	1
1.203940836	50	UqCRC2	Control	1	Control	C01R01	C01R01_0050	1
1.06195541	51	UqCRC2	Control	1	Control	C01R01	C01R01_0051	1
0.896972277	52	UqCRC2	Control	1	Control	C01R01	C01R01_0052	1
0.792081229	53	UqCRC2	Control	1	Control	C01R01	C01R01_0053	1
1.16906302	54	UqCRC2	Control	1	Control	C01R01	C01R01_0054	1
0.898889406	55	UqCRC2	Control	1	Control	C01R01	C01R01_0055	1
0.918765686	56	UqCRC2	Control	1	Control	C01R01	C01R01_0056	1
1.469754322	57	UqCRC2	Control	1	Control	C01R01	C01R01_0057	1
0.703406838	58	UqCRC2	Control	1	Control	C01R01	C01R01_0058	1
0.843785716	59	UqCRC2	Control	1	Control	C01R01	C01R01_0059	1
0.933041006	60	UqCRC2	Control	1	Control	C01R01	C01R01_0060	1
1.214606877	61	UqCRC2	Control	1	Control	C01R01	C01R01_0061	1
0.828796282	62	UqCRC2	Control	1	Control	C01R01	C01R01_0062	1
1.288869814	63	UqCRC2	Control	1	Control	C01R01	C01R01_0063	1
1.370297806	64	UqCRC2	Control	1	Control	C01R01	C01R01_0064	1
1.311708705	65	UqCRC2	Control	1	Control	C01R01	C01R01_0065	1
1.169764554	66	UqCRC2	Control	1	Control	C01R01	C01R01_0066	1
1.423592772	67	UqCRC2	Control	1	Control	C01R01	C01R01_0067	1
0.849566647	68	UqCRC2	Control	1	Control	C01R01	C01R01_0068	1
0.717224352	69	UqCRC2	Control	1	Control	C01R01	C01R01_0069	1
0.897509758	70	UqCRC2	Control	1	Control	C01R01	C01R01_0070	1
1.446870851	71	UqCRC2	Control	1	Control	C01R01	C01R01_0071	1
1.619810185	72	UqCRC2	Control	1	Control	C01R01	C01R01_0072	1
1.280493991	73	UqCRC2	Control	1	Control	C01R01	C01R01_0073	1
1.173558091	74	UqCRC2	Control	1	Control	C01R01	C01R01_0074	1
0.942745206	75	UqCRC2	Control	1	Control	C01R01	C01R01_0075	1
1.023967466	76	UqCRC2	Control	1	Control	C01R01	C01R01_0076	1
1.464161142	77	UqCRC2	Control	1	Control	C01R01	C01R01_0077	1
1.214525893	78	UqCRC2	Control	1	Control	C01R01	C01R01_0078	1
1.458023345	79	UqCRC2	Control	1	Control	C01R01	C01R01_0079	1
0.948253726	80	UqCRC2	Control	1	Control	C01R01	C01R01_0080	1
1.730772204	81	UqCRC2	Control	1	Control	C01R01	C01R01_0081	1
1.407879855	82	UqCRC2	Control	1	Control	C01R01	C01R01_0082	1
0.9784389	83	UqCRC2	Control	1	Control	C01R01	C01R01_0083	1
1.420996444	84	UqCRC2	Control	1	Control	C01R01	C01R01_0084	1
1.235060588	85	UqCRC2	Control	1	Control	C01R01	C01R01_0085	1
1.026732494	86	UqCRC2	Control	1	Control	C01R01	C01R01_0086	1
1.59509245	87	UqCRC2	Control	1	Control	C01R01	C01R01_0087	1
1.147992003	88	UqCRC2	Control	1	Control	C01R01	C01R01_0088	1
0.842102356	89	UqCRC2	Control	1	Control	C01R01	C01R01_0089	1
1.298546756	90	UqCRC2	Control	1	Control	C01R01	C01R01_0090	1
0.767087266	91	UqCRC2	Control	1	Control	C01R01	C01R01_0091	1
1.195518417	92	UqCRC2	Control	1	Control	C01R01	C01R01_0092	1
0.984354765	93	UqCRC2	Control	1	Control	C01R01	C01R01_0093	1
0.890746234	94	UqCRC2	Control	1	Control	C01R01	C01R01_0094	1
0.869957601	95	UqCRC2	Control	1	Control	C01R01	C01R01_0095	1
0.845341973	96	UqCRC2	Control	1	Control	C01R01	C01R01_0096	1
1.082365731	97	UqCRC2	Control	1	Control	C01R01	C01R01_0097	1
0.86683809	98	UqCRC2	Control	1	Control	C01R01	C01R01_0098	1
0.958476926	99	UqCRC2	Control	1	Control	C01R01	C01R01_0099	1
1.226896391	100	UqCRC2	Control	1	Control	C01R01	C01R01_0100	1
1.471912412	101	UqCRC2	Control	1	Control	C01R01	C01R01_0101	1
0.856507771	102	UqCRC2	Control	1	Control	C01R01	C01R01_0102	1
0.899210106	103	UqCRC2	Control	1	Control	C01R01	C01R01_0103	1
1.495371028	104	UqCRC2	Control	1	Control	C01R01	C01R01_0104	1
1.520400782	105	UqCRC2	Control	1	Control	C01R01	C01R01_0105	1
1.104116756	106	UqCRC2	Control	1	Control	C01R01	C01R01_0106	1
0.893306571	107	UqCRC2	Control	1	Control	C01R01	C01R01_0107	1
1.767058247	108	UqCRC2	Control	1	Control	C01R01	C01R01_0108	1
0.815440677	109	UqCRC2	Control	1	Control	C01R01	C01R01_0109	1
0.982851319	110	UqCRC2	Control	1	Control	C01R01	C01R01_0110	1
0.952916079	111	UqCRC2	Control	1	Control	C01R01	C01R01_0111	1
1.01820492	112	UqCRC2	Control	1	Control	C01R01	C01R01_0112	1
0.894394937	113	UqCRC2	Control	1	Control	C01R01	C01R01_0113	1
0.964282419	114	UqCRC2	Control	1	Control	C01R01	C01R01_0114	1
0.956375658	115	UqCRC2	Control	1	Control	C01R01	C01R01_0115	1
0.901452752	116	UqCRC2	Control	1	Control	C01R01	C01R01_0116	1
1.465062521	117	UqCRC2	Control	1	Control	C01R01	C01R01_0117	1
0.79930673	118	UqCRC2	Control	1	Control	C01R01	C01R01_0118	1
1.196370584	119	UqCRC2	Control	1	Control	C01R01	C01R01_0119	1
1.01897031	120	UqCRC2	Control	1	Control	C01R01	C01R01_0120	1
1.577555596	121	UqCRC2	Control	1	Control	C01R01	C01R01_0121	1
0.869856053	122	UqCRC2	Control	1	Control	C01R01	C01R01_0122	1
1.691743577	123	UqCRC2	Control	1	Control	C01R01	C01R01_0123	1
0.757567889	124	UqCRC2	Control	1	Control	C01R01	C01R01_0124	1
0.880237296	125	UqCRC2	Control	1	Control	C01R01	C01R01_0125	1
1.301512058	126	UqCRC2	Control	1	Control	C01R01	C01R01_0126	1
0.963662886	127	UqCRC2	Control	1	Control	C01R01	C01R01_0127	1
0.859742508	128	UqCRC2	Control	1	Control	C01R01	C01R01_0128	1
0.767449056	129	UqCRC2	Control	1	Control	C01R01	C01R01_0129	1
1.659028644	130	UqCRC2	Control	1	Control	C01R01	C01R01_0130	1
1.651409565	131	UqCRC2	Control	1	Control	C01R01	C01R01_0131	1
0.920362325	132	UqCRC2	Control	1	Control	C01R01	C01R01_0132	1
0.853906614	133	UqCRC2	Control	1	Control	C01R01	C01R01_0133	1
1.042406071	134	UqCRC2	Control	1	Control	C01R01	C01R01_0134	1
1.216356361	135	UqCRC2	Control	1	Control	C01R01	C01R01_0135	1
1.047151279	136	UqCRC2	Control	1	Control	C01R01	C01R01_0136	1
0.148969203	1	Dystrophin	Control	1	Control	C01R01	C01R01_0001	1
0.14835888	2	Dystrophin	Control	1	Control	C01R01	C01R01_0002	1
0.136413276	3	Dystrophin	Control	1	Control	C01R01	C01R01_0003	1
0.113318014	4	Dystrophin	Control	1	Control	C01R01	C01R01_0004	1
0.117704856	5	Dystrophin	Control	1	Control	C01R01	C01R01_0005	1
0.106660343	6	Dystrophin	Control	1	Control	C01R01	C01R01_0006	1
0.122818584	7	Dystrophin	Control	1	Control	C01R01	C01R01_0007	1
0.194741149	8	Dystrophin	Control	1	Control	C01R01	C01R01_0008	1
0.138751656	9	Dystrophin	Control	1	Control	C01R01	C01R01_0009	1
0.146435143	10	Dystrophin	Control	1	Control	C01R01	C01R01_0010	1
0.16345942	11	Dystrophin	Control	1	Control	C01R01	C01R01_0011	1
0.122842557	12	Dystrophin	Control	1	Control	C01R01	C01R01_0012	1
0.140945387	13	Dystrophin	Control	1	Control	C01R01	C01R01_0013	1
0.127554255	14	Dystrophin	Control	1	Control	C01R01	C01R01_0014	1
0.130213492	15	Dystrophin	Control	1	Control	C01R01	C01R01_0015	1
0.127835911	16	Dystrophin	Control	1	Control	C01R01	C01R01_0016	1
0.123956835	17	Dystrophin	Control	1	Control	C01R01	C01R01_0017	1
0.121430633	18	Dystrophin	Control	1	Control	C01R01	C01R01_0018	1
0.202021687	19	Dystrophin	Control	1	Control	C01R01	C01R01_0019	1
0.118385889	20	Dystrophin	Control	1	Control	C01R01	C01R01_0020	1
0.181490172	21	Dystrophin	Control	1	Control	C01R01	C01R01_0021	1
0.138370126	22	Dystrophin	Control	1	Control	C01R01	C01R01_0022	1
0.125240692	23	Dystrophin	Control	1	Control	C01R01	C01R01_0023	1
0.140403531	24	Dystrophin	Control	1	Control	C01R01	C01R01_0024	1
0.128034042	25	Dystrophin	Control	1	Control	C01R01	C01R01_0025	1
0.138268446	26	Dystrophin	Control	1	Control	C01R01	C01R01_0026	1
0.117441175	27	Dystrophin	Control	1	Control	C01R01	C01R01_0027	1
0.147081469	28	Dystrophin	Control	1	Control	C01R01	C01R01_0028	1
0.124991964	29	Dystrophin	Control	1	Control	C01R01	C01R01_0029	1
0.161984702	30	Dystrophin	Control	1	Control	C01R01	C01R01_0030	1
0.138069801	31	Dystrophin	Control	1	Control	C01R01	C01R01_0031	1
0.145137874	32	Dystrophin	Control	1	Control	C01R01	C01R01_0032	1
0.114374154	33	Dystrophin	Control	1	Control	C01R01	C01R01_0033	1
0.14069578	34	Dystrophin	Control	1	Control	C01R01	C01R01_0034	1
0.139457975	35	Dystrophin	Control	1	Control	C01R01	C01R01_0035	1
0.123875551	36	Dystrophin	Control	1	Control	C01R01	C01R01_0036	1
0.155160999	37	Dystrophin	Control	1	Control	C01R01	C01R01_0037	1
0.144792974	38	Dystrophin	Control	1	Control	C01R01	C01R01_0038	1
0.154797791	39	Dystrophin	Control	1	Control	C01R01	C01R01_0039	1
0.131423878	40	Dystrophin	Control	1	Control	C01R01	C01R01_0040	1
0.138060164	41	Dystrophin	Control	1	Control	C01R01	C01R01_0041	1
0.137887634	42	Dystrophin	Control	1	Control	C01R01	C01R01_0042	1
0.130949333	43	Dystrophin	Control	1	Control	C01R01	C01R01_0043	1
0.156196948	44	Dystrophin	Control	1	Control	C01R01	C01R01_0044	1
0.147613681	45	Dystrophin	Control	1	Control	C01R01	C01R01_0045	1
0.135979368	46	Dystrophin	Control	1	Control	C01R01	C01R01_0046	1
0.137929386	47	Dystrophin	Control	1	Control	C01R01	C01R01_0047	1
0.132393622	48	Dystrophin	Control	1	Control	C01R01	C01R01_0048	1
0.137894962	49	Dystrophin	Control	1	Control	C01R01	C01R01_0049	1
0.125689034	50	Dystrophin	Control	1	Control	C01R01	C01R01_0050	1
0.20738295	51	Dystrophin	Control	1	Control	C01R01	C01R01_0051	1
0.163987094	52	Dystrophin	Control	1	Control	C01R01	C01R01_0052	1
0.17258914	53	Dystrophin	Control	1	Control	C01R01	C01R01_0053	1
0.146615536	54	Dystrophin	Control	1	Control	C01R01	C01R01_0054	1
0.157955798	55	Dystrophin	Control	1	Control	C01R01	C01R01_0055	1
0.136151392	56	Dystrophin	Control	1	Control	C01R01	C01R01_0056	1
0.143287446	57	Dystrophin	Control	1	Control	C01R01	C01R01_0057	1
0.142970075	58	Dystrophin	Control	1	Control	C01R01	C01R01_0058	1
0.17106818	59	Dystrophin	Control	1	Control	C01R01	C01R01_0059	1
0.140992494	60	Dystrophin	Control	1	Control	C01R01	C01R01_0060	1
0.125714317	61	Dystrophin	Control	1	Control	C01R01	C01R01_0061	1
0.158159939	62	Dystrophin	Control	1	Control	C01R01	C01R01_0062	1
0.135966542	63	Dystrophin	Control	1	Control	C01R01	C01R01_0063	1
0.159861558	64	Dystrophin	Control	1	Control	C01R01	C01R01_0064	1
0.147845618	65	Dystrophin	Control	1	Control	C01R01	C01R01_0065	1
0.134201756	66	Dystrophin	Control	1	Control	C01R01	C01R01_0066	1
0.142716852	67	Dystrophin	Control	1	Control	C01R01	C01R01_0067	1
0.271043594	68	Dystrophin	Control	1	Control	C01R01	C01R01_0068	1
0.165399258	69	Dystrophin	Control	1	Control	C01R01	C01R01_0069	1
0.148670959	70	Dystrophin	Control	1	Control	C01R01	C01R01_0070	1
0.121351175	71	Dystrophin	Control	1	Control	C01R01	C01R01_0071	1
0.143900281	72	Dystrophin	Control	1	Control	C01R01	C01R01_0072	1
0.11688479	73	Dystrophin	Control	1	Control	C01R01	C01R01_0073	1
0.152978742	74	Dystrophin	Control	1	Control	C01R01	C01R01_0074	1
0.147360381	75	Dystrophin	Control	1	Control	C01R01	C01R01_0075	1
0.122510106	76	Dystrophin	Control	1	Control	C01R01	C01R01_0076	1
0.140740411	77	Dystrophin	Control	1	Control	C01R01	C01R01_0077	1
0.153251971	78	Dystrophin	Control	1	Control	C01R01	C01R01_0078	1
0.121113321	79	Dystrophin	Control	1	Control	C01R01	C01R01_0079	1
0.143349075	80	Dystrophin	Control	1	Control	C01R01	C01R01_0080	1
0.258619381	81	Dystrophin	Control	1	Control	C01R01	C01R01_0081	1
0.167660039	82	Dystrophin	Control	1	Control	C01R01	C01R01_0082	1
0.159116881	83	Dystrophin	Control	1	Control	C01R01	C01R01_0083	1
0.134214547	84	Dystrophin	Control	1	Control	C01R01	C01R01_0084	1
0.130165082	85	Dystrophin	Control	1	Control	C01R01	C01R01_0085	1
0.135165071	86	Dystrophin	Control	1	Control	C01R01	C01R01_0086	1
0.132110278	87	Dystrophin	Control	1	Control	C01R01	C01R01_0087	1
0.132185143	88	Dystrophin	Control	1	Control	C01R01	C01R01_0088	1
0.147949428	89	Dystrophin	Control	1	Control	C01R01	C01R01_0089	1
0.154856875	90	Dystrophin	Control	1	Control	C01R01	C01R01_0090	1
0.140347802	91	Dystrophin	Control	1	Control	C01R01	C01R01_0091	1
0.153227536	92	Dystrophin	Control	1	Control	C01R01	C01R01_0092	1
0.13710468	93	Dystrophin	Control	1	Control	C01R01	C01R01_0093	1
