value	id	channel	patient_type	replicate	subject_group	patrep_id	cell_id	cluster
0.073655402	88	VDAC1	Control	1	Control	C02R01	C02R01_0088	1
0.091694531	89	VDAC1	Control	1	Control	C02R01	C02R01_0089	1
0.131990558	90	VDAC1	Control	1	Control	C02R01	C02R01_0090	1
0.160038624	91	VDAC1	Control	1	Control	C02R01	C02R01_0091	1
0.130347445	92	VDAC1	Control	1	Control	C02R01	C02R01_0092	1
0.092939878	93	VDAC1	Control	1	Control	C02R01	C02R01_0093	1
0.157694545	94	VDAC1	Control	1	Control	C02R01	C02R01_0094	1
0.122830589	95	VDAC1	Control	1	Control	C02R01	C02R01_0095	1
0.119428326	96	VDAC1	Control	1	Control	C02R01	C02R01_0096	1
0.082424402	97	VDAC1	Control	1	Control	C02R01	C02R01_0097	1
0.142335331	98	VDAC1	Control	1	Control	C02R01	C02R01_0098	1
0.139836542	99	VDAC1	Control	1	Control	C02R01	C02R01_0099	1
0.096890352	100	VDAC1	Control	1	Control	C02R01	C02R01_0100	1
0.09128267	101	VDAC1	Control	1	Control	C02R01	C02R01_0101	1
0.157094832	102	VDAC1	Control	1	Control	C02R01	C02R01_0102	1
0.184407453	103	VDAC1	Control	1	Control	C02R01	C02R01_0103	1
0.164391171	104	VDAC1	Control	1	Control	C02R01	C02R01_0104	1
0.08472022	105	VDAC1	Control	1	Control	C02R01	C02R01_0105	1
0.23456617	106	VDAC1	Control	1	Control	C02R01	C02R01_0106	1
0.175676785	107	VDAC1	Control	1	Control	C02R01	C02R01_0107	1
0.081020946	108	VDAC1	Control	1	Control	C02R01	C02R01_0108	1
0.198530817	109	VDAC1	Control	1	Control	C02R01	C02R01_0109	1
0.170665853	110	VDAC1	Control	1	Control	C02R01	C02R01_0110	1
0.064642396	111	VDAC1	Control	1	Control	C02R01	C02R01_0111	1
0.192918113	112	VDAC1	Control	1	Control	C02R01	C02R01_0112	1
0.157976459	113	VDAC1	Control	1	Control	C02R01	C02R01_0113	1
0.178696781	114	VDAC1	Control	1	Control	C02R01	C02R01_0114	1
0.156569343	115	VDAC1	Control	1	Control	C02R01	C02R01_0115	1
0.195061337	116	VDAC1	Control	1	Control	C02R01	C02R01_0116	1
0.173690339	117	VDAC1	Control	1	Control	C02R01	C02R01_0117	1
0.152012401	118	VDAC1	Control	1	Control	C02R01	C02R01_0118	1
0.182932704	119	VDAC1	Control	1	Control	C02R01	C02R01_0119	1
0.074067042	120	VDAC1	Control	1	Control	C02R01	C02R01_0120	1
0.08631683	121	VDAC1	Control	1	Control	C02R01	C02R01_0121	1
0.227301534	122	VDAC1	Control	1	Control	C02R01	C02R01_0122	1
0.117470238	123	VDAC1	Control	1	Control	C02R01	C02R01_0123	1
0.15677841	124	VDAC1	Control	1	Control	C02R01	C02R01_0124	1
0.101274031	125	VDAC1	Control	1	Control	C02R01	C02R01_0125	1
0.117286967	126	VDAC1	Control	1	Control	C02R01	C02R01_0126	1
0.12158001	127	VDAC1	Control	1	Control	C02R01	C02R01_0127	1
0.255409537	128	VDAC1	Control	1	Control	C02R01	C02R01_0128	1
0.133423705	129	VDAC1	Control	1	Control	C02R01	C02R01_0129	1
0.165661495	130	VDAC1	Control	1	Control	C02R01	C02R01_0130	1
1.82398576	1	COX4+4L2	Control	1	Control	C02R01	C02R01_0001	1
0.507300766	2	COX4+4L2	Control	1	Control	C02R01	C02R01_0002	1
1.92246579	3	COX4+4L2	Control	1	Control	C02R01	C02R01_0003	1
1.533013158	4	COX4+4L2	Control	1	Control	C02R01	C02R01_0004	1
1.748583218	5	COX4+4L2	Control	1	Control	C02R01	C02R01_0005	1
1.318217466	6	COX4+4L2	Control	1	Control	C02R01	C02R01_0006	1
1.746757908	7	COX4+4L2	Control	1	Control	C02R01	C02R01_0007	1
1.76959261	8	COX4+4L2	Control	1	Control	C02R01	C02R01_0008	1
1.785250695	9	COX4+4L2	Control	1	Control	C02R01	C02R01_0009	1
1.555103409	10	COX4+4L2	Control	1	Control	C02R01	C02R01_0010	1
1.728350209	11	COX4+4L2	Control	1	Control	C02R01	C02R01_0011	1
1.80574096	12	COX4+4L2	Control	1	Control	C02R01	C02R01_0012	1
1.832542852	13	COX4+4L2	Control	1	Control	C02R01	C02R01_0013	1
1.852006397	14	COX4+4L2	Control	1	Control	C02R01	C02R01_0014	1
1.482895328	15	COX4+4L2	Control	1	Control	C02R01	C02R01_0015	1
1.645123266	16	COX4+4L2	Control	1	Control	C02R01	C02R01_0016	1
1.19628457	17	COX4+4L2	Control	1	Control	C02R01	C02R01_0017	1
1.874098287	18	COX4+4L2	Control	1	Control	C02R01	C02R01_0018	1
1.693153279	19	COX4+4L2	Control	1	Control	C02R01	C02R01_0019	1
1.143146905	20	COX4+4L2	Control	1	Control	C02R01	C02R01_0020	1
1.878413028	21	COX4+4L2	Control	1	Control	C02R01	C02R01_0021	1
1.641917265	22	COX4+4L2	Control	1	Control	C02R01	C02R01_0022	1
1.637992517	23	COX4+4L2	Control	1	Control	C02R01	C02R01_0023	1
1.862255341	24	COX4+4L2	Control	1	Control	C02R01	C02R01_0024	1
1.158702364	25	COX4+4L2	Control	1	Control	C02R01	C02R01_0025	1
1.731286531	26	COX4+4L2	Control	1	Control	C02R01	C02R01_0026	1
1.797564	27	COX4+4L2	Control	1	Control	C02R01	C02R01_0027	1
1.738726576	28	COX4+4L2	Control	1	Control	C02R01	C02R01_0028	1
1.000156378	29	COX4+4L2	Control	1	Control	C02R01	C02R01_0029	1
1.738848914	30	COX4+4L2	Control	1	Control	C02R01	C02R01_0030	1
1.330113907	31	COX4+4L2	Control	1	Control	C02R01	C02R01_0031	1
1.652459132	32	COX4+4L2	Control	1	Control	C02R01	C02R01_0032	1
1.209214433	33	COX4+4L2	Control	1	Control	C02R01	C02R01_0033	1
1.588359766	34	COX4+4L2	Control	1	Control	C02R01	C02R01_0034	1
1.880679434	35	COX4+4L2	Control	1	Control	C02R01	C02R01_0035	1
1.825846953	36	COX4+4L2	Control	1	Control	C02R01	C02R01_0036	1
1.128443386	37	COX4+4L2	Control	1	Control	C02R01	C02R01_0037	1
1.041856222	38	COX4+4L2	Control	1	Control	C02R01	C02R01_0038	1
1.524428867	39	COX4+4L2	Control	1	Control	C02R01	C02R01_0039	1
1.776250327	40	COX4+4L2	Control	1	Control	C02R01	C02R01_0040	1
1.821330898	41	COX4+4L2	Control	1	Control	C02R01	C02R01_0041	1
1.583358802	42	COX4+4L2	Control	1	Control	C02R01	C02R01_0042	1
1.572536778	43	COX4+4L2	Control	1	Control	C02R01	C02R01_0043	1
1.798596055	44	COX4+4L2	Control	1	Control	C02R01	C02R01_0044	1
1.282313135	45	COX4+4L2	Control	1	Control	C02R01	C02R01_0045	1
1.660456171	46	COX4+4L2	Control	1	Control	C02R01	C02R01_0046	1
1.747397777	47	COX4+4L2	Control	1	Control	C02R01	C02R01_0047	1
1.808879065	48	COX4+4L2	Control	1	Control	C02R01	C02R01_0048	1
1.788594336	49	COX4+4L2	Control	1	Control	C02R01	C02R01_0049	1
1.760320664	50	COX4+4L2	Control	1	Control	C02R01	C02R01_0050	1
1.504894666	51	COX4+4L2	Control	1	Control	C02R01	C02R01_0051	1
1.150539767	52	COX4+4L2	Control	1	Control	C02R01	C02R01_0052	1
1.864829231	53	COX4+4L2	Control	1	Control	C02R01	C02R01_0053	1
1.861005405	54	COX4+4L2	Control	1	Control	C02R01	C02R01_0054	1
1.721960325	55	COX4+4L2	Control	1	Control	C02R01	C02R01_0055	1
1.748308612	56	COX4+4L2	Control	1	Control	C02R01	C02R01_0056	1
1.31481427	57	COX4+4L2	Control	1	Control	C02R01	C02R01_0057	1
1.883132466	58	COX4+4L2	Control	1	Control	C02R01	C02R01_0058	1
1.813030203	59	COX4+4L2	Control	1	Control	C02R01	C02R01_0059	1
1.788715333	60	COX4+4L2	Control	1	Control	C02R01	C02R01_0060	1
1.203987545	61	COX4+4L2	Control	1	Control	C02R01	C02R01_0061	1
1.830323238	62	COX4+4L2	Control	1	Control	C02R01	C02R01_0062	1
1.72789561	63	COX4+4L2	Control	1	Control	C02R01	C02R01_0063	1
1.861507665	64	COX4+4L2	Control	1	Control	C02R01	C02R01_0064	1
1.763152807	65	COX4+4L2	Control	1	Control	C02R01	C02R01_0065	1
1.831496468	66	COX4+4L2	Control	1	Control	C02R01	C02R01_0066	1
1.549388268	67	COX4+4L2	Control	1	Control	C02R01	C02R01_0067	1
1.815593926	68	COX4+4L2	Control	1	Control	C02R01	C02R01_0068	1
1.833530962	69	COX4+4L2	Control	1	Control	C02R01	C02R01_0069	1
1.009759056	70	COX4+4L2	Control	1	Control	C02R01	C02R01_0070	1
1.649827843	71	COX4+4L2	Control	1	Control	C02R01	C02R01_0071	1
1.834500965	72	COX4+4L2	Control	1	Control	C02R01	C02R01_0072	1
1.116311774	73	COX4+4L2	Control	1	Control	C02R01	C02R01_0073	1
1.717024392	74	COX4+4L2	Control	1	Control	C02R01	C02R01_0074	1
1.059534804	75	COX4+4L2	Control	1	Control	C02R01	C02R01_0075	1
1.191050422	76	COX4+4L2	Control	1	Control	C02R01	C02R01_0076	1
1.702989918	77	COX4+4L2	Control	1	Control	C02R01	C02R01_0077	1
1.685284247	78	COX4+4L2	Control	1	Control	C02R01	C02R01_0078	1
1.16782566	79	COX4+4L2	Control	1	Control	C02R01	C02R01_0079	1
1.827188252	80	COX4+4L2	Control	1	Control	C02R01	C02R01_0080	1
1.38156616	81	COX4+4L2	Control	1	Control	C02R01	C02R01_0081	1
1.658072502	82	COX4+4L2	Control	1	Control	C02R01	C02R01_0082	1
0.915945714	83	COX4+4L2	Control	1	Control	C02R01	C02R01_0083	1
0.987609118	84	COX4+4L2	Control	1	Control	C02R01	C02R01_0084	1
1.076351116	85	COX4+4L2	Control	1	Control	C02R01	C02R01_0085	1
1.18768779	86	COX4+4L2	Control	1	Control	C02R01	C02R01_0086	1
1.097299335	87	COX4+4L2	Control	1	Control	C02R01	C02R01_0087	1
0.865702273	88	COX4+4L2	Control	1	Control	C02R01	C02R01_0088	1
1.253995696	89	COX4+4L2	Control	1	Control	C02R01	C02R01_0089	1
1.624584737	90	COX4+4L2	Control	1	Control	C02R01	C02R01_0090	1
1.833205052	91	COX4+4L2	Control	1	Control	C02R01	C02R01_0091	1
1.608558956	92	COX4+4L2	Control	1	Control	C02R01	C02R01_0092	1
1.102792893	93	COX4+4L2	Control	1	Control	C02R01	C02R01_0093	1
1.703133314	94	COX4+4L2	Control	1	Control	C02R01	C02R01_0094	1
1.622977049	95	COX4+4L2	Control	1	Control	C02R01	C02R01_0095	1
1.495025851	96	COX4+4L2	Control	1	Control	C02R01	C02R01_0096	1
1.015774063	97	COX4+4L2	Control	1	Control	C02R01	C02R01_0097	1
1.703684213	98	COX4+4L2	Control	1	Control	C02R01	C02R01_0098	1
1.576433943	99	COX4+4L2	Control	1	Control	C02R01	C02R01_0099	1
1.065049532	100	COX4+4L2	Control	1	Control	C02R01	C02R01_0100	1
1.227268036	101	COX4+4L2	Control	1	Control	C02R01	C02R01_0101	1
1.672152491	102	COX4+4L2	Control	1	Control	C02R01	C02R01_0102	1
1.923899882	103	COX4+4L2	Control	1	Control	C02R01	C02R01_0103	1
1.741423359	104	COX4+4L2	Control	1	Control	C02R01	C02R01_0104	1
1.126422652	105	COX4+4L2	Control	1	Control	C02R01	C02R01_0105	1
2.011761214	106	COX4+4L2	Control	1	Control	C02R01	C02R01_0106	1
1.765587799	107	COX4+4L2	Control	1	Control	C02R01	C02R01_0107	1
1.079090838	108	COX4+4L2	Control	1	Control	C02R01	C02R01_0108	1
1.923877601	109	COX4+4L2	Control	1	Control	C02R01	C02R01_0109	1
1.820965127	110	COX4+4L2	Control	1	Control	C02R01	C02R01_0110	1
0.940326785	111	COX4+4L2	Control	1	Control	C02R01	C02R01_0111	1
1.829350448	112	COX4+4L2	Control	1	Control	C02R01	C02R01_0112	1
1.757781376	113	COX4+4L2	Control	1	Control	C02R01	C02R01_0113	1
1.844604584	114	COX4+4L2	Control	1	Control	C02R01	C02R01_0114	1
1.736767269	115	COX4+4L2	Control	1	Control	C02R01	C02R01_0115	1
1.930129917	116	COX4+4L2	Control	1	Control	C02R01	C02R01_0116	1
1.900014736	117	COX4+4L2	Control	1	Control	C02R01	C02R01_0117	1
1.720045309	118	COX4+4L2	Control	1	Control	C02R01	C02R01_0118	1
1.831485728	119	COX4+4L2	Control	1	Control	C02R01	C02R01_0119	1
0.866618962	120	COX4+4L2	Control	1	Control	C02R01	C02R01_0120	1
1.058524561	121	COX4+4L2	Control	1	Control	C02R01	C02R01_0121	1
1.990754972	122	COX4+4L2	Control	1	Control	C02R01	C02R01_0122	1
1.529970158	123	COX4+4L2	Control	1	Control	C02R01	C02R01_0123	1
1.886924453	124	COX4+4L2	Control	1	Control	C02R01	C02R01_0124	1
1.239784443	125	COX4+4L2	Control	1	Control	C02R01	C02R01_0125	1
1.575956113	126	COX4+4L2	Control	1	Control	C02R01	C02R01_0126	1
1.511743856	127	COX4+4L2	Control	1	Control	C02R01	C02R01_0127	1
2.10521417	128	COX4+4L2	Control	1	Control	C02R01	C02R01_0128	1
1.364279626	129	COX4+4L2	Control	1	Control	C02R01	C02R01_0129	1
1.804570785	130	COX4+4L2	Control	1	Control	C02R01	C02R01_0130	1
0.66357282	1	MTCO1	Control	1	Control	C02R01	C02R01_0001	1
0.152582804	2	MTCO1	Control	1	Control	C02R01	C02R01_0002	1
0.754499656	3	MTCO1	Control	1	Control	C02R01	C02R01_0003	1
0.539245261	4	MTCO1	Control	1	Control	C02R01	C02R01_0004	1
0.654507782	5	MTCO1	Control	1	Control	C02R01	C02R01_0005	1
0.430384355	6	MTCO1	Control	1	Control	C02R01	C02R01_0006	1
0.635337522	7	MTCO1	Control	1	Control	C02R01	C02R01_0007	1
0.653844889	8	MTCO1	Control	1	Control	C02R01	C02R01_0008	1
0.63260828	9	MTCO1	Control	1	Control	C02R01	C02R01_0009	1
0.541305338	10	MTCO1	Control	1	Control	C02R01	C02R01_0010	1
0.600854971	11	MTCO1	Control	1	Control	C02R01	C02R01_0011	1
0.647409906	12	MTCO1	Control	1	Control	C02R01	C02R01_0012	1
0.682417635	13	MTCO1	Control	1	Control	C02R01	C02R01_0013	1
0.66875821	14	MTCO1	Control	1	Control	C02R01	C02R01_0014	1
0.514873644	15	MTCO1	Control	1	Control	C02R01	C02R01_0015	1
0.60571093	16	MTCO1	Control	1	Control	C02R01	C02R01_0016	1
0.369703099	17	MTCO1	Control	1	Control	C02R01	C02R01_0017	1
0.673653434	18	MTCO1	Control	1	Control	C02R01	C02R01_0018	1
0.64093132	19	MTCO1	Control	1	Control	C02R01	C02R01_0019	1
0.360429741	20	MTCO1	Control	1	Control	C02R01	C02R01_0020	1
0.670840961	21	MTCO1	Control	1	Control	C02R01	C02R01_0021	1
0.612592354	22	MTCO1	Control	1	Control	C02R01	C02R01_0022	1
0.606949956	23	MTCO1	Control	1	Control	C02R01	C02R01_0023	1
0.684139604	24	MTCO1	Control	1	Control	C02R01	C02R01_0024	1
0.363006525	25	MTCO1	Control	1	Control	C02R01	C02R01_0025	1
0.665775253	26	MTCO1	Control	1	Control	C02R01	C02R01_0026	1
0.659322097	27	MTCO1	Control	1	Control	C02R01	C02R01_0027	1
0.641382055	28	MTCO1	Control	1	Control	C02R01	C02R01_0028	1
0.262501609	29	MTCO1	Control	1	Control	C02R01	C02R01_0029	1
0.605261718	30	MTCO1	Control	1	Control	C02R01	C02R01_0030	1
0.462215095	31	MTCO1	Control	1	Control	C02R01	C02R01_0031	1
0.563798981	32	MTCO1	Control	1	Control	C02R01	C02R01_0032	1
0.390774991	33	MTCO1	Control	1	Control	C02R01	C02R01_0033	1
0.586172984	34	MTCO1	Control	1	Control	C02R01	C02R01_0034	1
0.685461428	35	MTCO1	Control	1	Control	C02R01	C02R01_0035	1
0.652531164	36	MTCO1	Control	1	Control	C02R01	C02R01_0036	1
0.36540127	37	MTCO1	Control	1	Control	C02R01	C02R01_0037	1
0.326726399	38	MTCO1	Control	1	Control	C02R01	C02R01_0038	1
0.559889154	39	MTCO1	Control	1	Control	C02R01	C02R01_0039	1
0.671842854	40	MTCO1	Control	1	Control	C02R01	C02R01_0040	1
0.658924127	41	MTCO1	Control	1	Control	C02R01	C02R01_0041	1
0.563129	42	MTCO1	Control	1	Control	C02R01	C02R01_0042	1
0.550785917	43	MTCO1	Control	1	Control	C02R01	C02R01_0043	1
0.64613923	44	MTCO1	Control	1	Control	C02R01	C02R01_0044	1
0.404280632	45	MTCO1	Control	1	Control	C02R01	C02R01_0045	1
0.607217136	46	MTCO1	Control	1	Control	C02R01	C02R01_0046	1
0.600128917	47	MTCO1	Control	1	Control	C02R01	C02R01_0047	1
0.650485974	48	MTCO1	Control	1	Control	C02R01	C02R01_0048	1
0.658383777	49	MTCO1	Control	1	Control	C02R01	C02R01_0049	1
0.636993876	50	MTCO1	Control	1	Control	C02R01	C02R01_0050	1
0.552692293	51	MTCO1	Control	1	Control	C02R01	C02R01_0051	1
0.366234217	52	MTCO1	Control	1	Control	C02R01	C02R01_0052	1
0.664138568	53	MTCO1	Control	1	Control	C02R01	C02R01_0053	1
0.675980121	54	MTCO1	Control	1	Control	C02R01	C02R01_0054	1
0.614786624	55	MTCO1	Control	1	Control	C02R01	C02R01_0055	1
0.626902677	56	MTCO1	Control	1	Control	C02R01	C02R01_0056	1
0.4580748	57	MTCO1	Control	1	Control	C02R01	C02R01_0057	1
0.692866526	58	MTCO1	Control	1	Control	C02R01	C02R01_0058	1
0.689096053	59	MTCO1	Control	1	Control	C02R01	C02R01_0059	1
0.663822602	60	MTCO1	Control	1	Control	C02R01	C02R01_0060	1
0.394117464	61	MTCO1	Control	1	Control	C02R01	C02R01_0061	1
0.663312093	62	MTCO1	Control	1	Control	C02R01	C02R01_0062	1
0.655576179	63	MTCO1	Control	1	Control	C02R01	C02R01_0063	1
0.694677789	64	MTCO1	Control	1	Control	C02R01	C02R01_0064	1
0.636492184	65	MTCO1	Control	1	Control	C02R01	C02R01_0065	1
0.687103162	66	MTCO1	Control	1	Control	C02R01	C02R01_0066	1
0.571734413	67	MTCO1	Control	1	Control	C02R01	C02R01_0067	1
0.677752779	68	MTCO1	Control	1	Control	C02R01	C02R01_0068	1
0.658180699	69	MTCO1	Control	1	Control	C02R01	C02R01_0069	1
0.312394103	70	MTCO1	Control	1	Control	C02R01	C02R01_0070	1
0.618985078	71	MTCO1	Control	1	Control	C02R01	C02R01_0071	1
0.699378461	72	MTCO1	Control	1	Control	C02R01	C02R01_0072	1
0.392588981	73	MTCO1	Control	1	Control	C02R01	C02R01_0073	1
0.612199879	74	MTCO1	Control	1	Control	C02R01	C02R01_0074	1
0.307852763	75	MTCO1	Control	1	Control	C02R01	C02R01_0075	1
0.436401325	76	MTCO1	Control	1	Control	C02R01	C02R01_0076	1
0.65668217	77	MTCO1	Control	1	Control	C02R01	C02R01_0077	1
0.608022128	78	MTCO1	Control	1	Control	C02R01	C02R01_0078	1
0.413642911	79	MTCO1	Control	1	Control	C02R01	C02R01_0079	1
0.653519033	80	MTCO1	Control	1	Control	C02R01	C02R01_0080	1
0.486370751	81	MTCO1	Control	1	Control	C02R01	C02R01_0081	1
0.579387831	82	MTCO1	Control	1	Control	C02R01	C02R01_0082	1
0.282338958	83	MTCO1	Control	1	Control	C02R01	C02R01_0083	1
0.321690476	84	MTCO1	Control	1	Control	C02R01	C02R01_0084	1
0.349837344	85	MTCO1	Control	1	Control	C02R01	C02R01_0085	1
0.376324769	86	MTCO1	Control	1	Control	C02R01	C02R01_0086	1
0.356922595	87	MTCO1	Control	1	Control	C02R01	C02R01_0087	1
0.276762579	88	MTCO1	Control	1	Control	C02R01	C02R01_0088	1
0.386148374	89	MTCO1	Control	1	Control	C02R01	C02R01_0089	1
0.625353413	90	MTCO1	Control	1	Control	C02R01	C02R01_0090	1
0.748558605	91	MTCO1	Control	1	Control	C02R01	C02R01_0091	1
0.592772135	92	MTCO1	Control	1	Control	C02R01	C02R01_0092	1
0.382385337	93	MTCO1	Control	1	Control	C02R01	C02R01_0093	1
0.654722561	94	MTCO1	Control	1	Control	C02R01	C02R01_0094	1
0.638698225	95	MTCO1	Control	1	Control	C02R01	C02R01_0095	1
0.551084701	96	MTCO1	Control	1	Control	C02R01	C02R01_0096	1
0.344320931	97	MTCO1	Control	1	Control	C02R01	C02R01_0097	1
0.631225039	98	MTCO1	Control	1	Control	C02R01	C02R01_0098	1
0.605114359	99	MTCO1	Control	1	Control	C02R01	C02R01_0099	1
0.358305392	100	MTCO1	Control	1	Control	C02R01	C02R01_0100	1
0.432413514	101	MTCO1	Control	1	Control	C02R01	C02R01_0101	1
0.617328153	102	MTCO1	Control	1	Control	C02R01	C02R01_0102	1
0.797590755	103	MTCO1	Control	1	Control	C02R01	C02R01_0103	1
0.665017249	104	MTCO1	Control	1	Control	C02R01	C02R01_0104	1
0.364553389	105	MTCO1	Control	1	Control	C02R01	C02R01_0105	1
0.777615781	106	MTCO1	Control	1	Control	C02R01	C02R01_0106	1
0.661141037	107	MTCO1	Control	1	Control	C02R01	C02R01_0107	1
0.350500324	108	MTCO1	Control	1	Control	C02R01	C02R01_0108	1
0.792847331	109	MTCO1	Control	1	Control	C02R01	C02R01_0109	1
0.708572909	110	MTCO1	Control	1	Control	C02R01	C02R01_0110	1
0.320994288	111	MTCO1	Control	1	Control	C02R01	C02R01_0111	1
0.716249654	112	MTCO1	Control	1	Control	C02R01	C02R01_0112	1
0.656420756	113	MTCO1	Control	1	Control	C02R01	C02R01_0113	1
0.700498996	114	MTCO1	Control	1	Control	C02R01	C02R01_0114	1
0.671965021	115	MTCO1	Control	1	Control	C02R01	C02R01_0115	1
0.742593429	116	MTCO1	Control	1	Control	C02R01	C02R01_0116	1
0.751313972	117	MTCO1	Control	1	Control	C02R01	C02R01_0117	1
0.649936376	118	MTCO1	Control	1	Control	C02R01	C02R01_0118	1
0.702369753	119	MTCO1	Control	1	Control	C02R01	C02R01_0119	1
0.266250003	120	MTCO1	Control	1	Control	C02R01	C02R01_0120	1
0.338544574	121	MTCO1	Control	1	Control	C02R01	C02R01_0121	1
0.788243739	122	MTCO1	Control	1	Control	C02R01	C02R01_0122	1
0.603003547	123	MTCO1	Control	1	Control	C02R01	C02R01_0123	1
0.742334715	124	MTCO1	Control	1	Control	C02R01	C02R01_0124	1
0.445062108	125	MTCO1	Control	1	Control	C02R01	C02R01_0125	1
0.61502359	126	MTCO1	Control	1	Control	C02R01	C02R01_0126	1
0.585942364	127	MTCO1	Control	1	Control	C02R01	C02R01_0127	1
0.872861956	128	MTCO1	Control	1	Control	C02R01	C02R01_0128	1
0.535209155	129	MTCO1	Control	1	Control	C02R01	C02R01_0129	1
0.694365563	130	MTCO1	Control	1	Control	C02R01	C02R01_0130	1
1.628717978	1	UqCRC2	Control	1	Control	C02R01	C02R01_0001	1
0.599523199	2	UqCRC2	Control	1	Control	C02R01	C02R01_0002	1
1.720076341	3	UqCRC2	Control	1	Control	C02R01	C02R01_0003	1
1.421681252	4	UqCRC2	Control	1	Control	C02R01	C02R01_0004	1
1.378833022	5	UqCRC2	Control	1	Control	C02R01	C02R01_0005	1
1.248014695	6	UqCRC2	Control	1	Control	C02R01	C02R01_0006	1
1.398193525	7	UqCRC2	Control	1	Control	C02R01	C02R01_0007	1
1.635008675	8	UqCRC2	Control	1	Control	C02R01	C02R01_0008	1
1.42898324	9	UqCRC2	Control	1	Control	C02R01	C02R01_0009	1
1.39289433	10	UqCRC2	Control	1	Control	C02R01	C02R01_0010	1
1.404868904	11	UqCRC2	Control	1	Control	C02R01	C02R01_0011	1
1.425000989	12	UqCRC2	Control	1	Control	C02R01	C02R01_0012	1
1.531347324	13	UqCRC2	Control	1	Control	C02R01	C02R01_0013	1
1.488468715	14	UqCRC2	Control	1	Control	C02R01	C02R01_0014	1
1.182739553	15	UqCRC2	Control	1	Control	C02R01	C02R01_0015	1
1.467827487	16	UqCRC2	Control	1	Control	C02R01	C02R01_0016	1
1.086823276	17	UqCRC2	Control	1	Control	C02R01	C02R01_0017	1
1.507989666	18	UqCRC2	Control	1	Control	C02R01	C02R01_0018	1
1.542809388	19	UqCRC2	Control	1	Control	C02R01	C02R01_0019	1
1.115090784	20	UqCRC2	Control	1	Control	C02R01	C02R01_0020	1
1.468711504	21	UqCRC2	Control	1	Control	C02R01	C02R01_0021	1
1.433515946	22	UqCRC2	Control	1	Control	C02R01	C02R01_0022	1
1.470624536	23	UqCRC2	Control	1	Control	C02R01	C02R01_0023	1
1.492080024	24	UqCRC2	Control	1	Control	C02R01	C02R01_0024	1
1.152683408	25	UqCRC2	Control	1	Control	C02R01	C02R01_0025	1
1.550907968	26	UqCRC2	Control	1	Control	C02R01	C02R01_0026	1
1.449791495	27	UqCRC2	Control	1	Control	C02R01	C02R01_0027	1
1.368484866	28	UqCRC2	Control	1	Control	C02R01	C02R01_0028	1
0.989700065	29	UqCRC2	Control	1	Control	C02R01	C02R01_0029	1
1.375224683	30	UqCRC2	Control	1	Control	C02R01	C02R01_0030	1
1.228045837	31	UqCRC2	Control	1	Control	C02R01	C02R01_0031	1
1.309249246	32	UqCRC2	Control	1	Control	C02R01	C02R01_0032	1
1.089285361	33	UqCRC2	Control	1	Control	C02R01	C02R01_0033	1
1.383008732	34	UqCRC2	Control	1	Control	C02R01	C02R01_0034	1
1.515345984	35	UqCRC2	Control	1	Control	C02R01	C02R01_0035	1
1.50852469	36	UqCRC2	Control	1	Control	C02R01	C02R01_0036	1
1.07997579	37	UqCRC2	Control	1	Control	C02R01	C02R01_0037	1
1.032435526	38	UqCRC2	Control	1	Control	C02R01	C02R01_0038	1
1.402298386	39	UqCRC2	Control	1	Control	C02R01	C02R01_0039	1
1.598208633	40	UqCRC2	Control	1	Control	C02R01	C02R01_0040	1
1.492509076	41	UqCRC2	Control	1	Control	C02R01	C02R01_0041	1
1.20305106	42	UqCRC2	Control	1	Control	C02R01	C02R01_0042	1
1.480817473	43	UqCRC2	Control	1	Control	C02R01	C02R01_0043	1
1.467975269	44	UqCRC2	Control	1	Control	C02R01	C02R01_0044	1
1.146464151	45	UqCRC2	Control	1	Control	C02R01	C02R01_0045	1
1.454557946	46	UqCRC2	Control	1	Control	C02R01	C02R01_0046	1
1.3490398	47	UqCRC2	Control	1	Control	C02R01	C02R01_0047	1
1.480342299	48	UqCRC2	Control	1	Control	C02R01	C02R01_0048	1
1.47295894	49	UqCRC2	Control	1	Control	C02R01	C02R01_0049	1
1.470581185	50	UqCRC2	Control	1	Control	C02R01	C02R01_0050	1
1.343747091	51	UqCRC2	Control	1	Control	C02R01	C02R01_0051	1
1.102983382	52	UqCRC2	Control	1	Control	C02R01	C02R01_0052	1
1.536699452	53	UqCRC2	Control	1	Control	C02R01	C02R01_0053	1
1.448531307	54	UqCRC2	Control	1	Control	C02R01	C02R01_0054	1
1.381852231	55	UqCRC2	Control	1	Control	C02R01	C02R01_0055	1
1.420335348	56	UqCRC2	Control	1	Control	C02R01	C02R01_0056	1
1.222654894	57	UqCRC2	Control	1	Control	C02R01	C02R01_0057	1
1.521181276	58	UqCRC2	Control	1	Control	C02R01	C02R01_0058	1
1.512642226	59	UqCRC2	Control	1	Control	C02R01	C02R01_0059	1
1.486794787	60	UqCRC2	Control	1	Control	C02R01	C02R01_0060	1
1.067885203	61	UqCRC2	Control	1	Control	C02R01	C02R01_0061	1
1.491145055	62	UqCRC2	Control	1	Control	C02R01	C02R01_0062	1
1.42208635	63	UqCRC2	Control	1	Control	C02R01	C02R01_0063	1
1.505143418	64	UqCRC2	Control	1	Control	C02R01	C02R01_0064	1
1.461442403	65	UqCRC2	Control	1	Control	C02R01	C02R01_0065	1
